Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Wicket).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Twirl).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Concordion).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Coherence).as(default)"
     6,      1,     0.17, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBossMQ Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BeanInject).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,KouInject).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Log4J).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to Socket Handler).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oracle ADF).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Petals EIP).as(default)"
     6,      7,     1.17, Classification.performParameterized
     1,      0,     0.00, Query.as(2d2f3895-9cdc-40e5-96cb-c2ea471ee6d6)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateEntityModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBPM).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TestNG).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JACC).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TensorFlow).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSDL).as(default)"
  1492,     51,     0.03, GraphService.findAllByProperty(stats.name)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-web-app).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Lumberjack).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 Log Util).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Log4s).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Micro DI).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[IMPORT]).as(b7736c13-dfa8-418b-b4e1-b055188b7e37)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,web-app).has(fileName,NOT_EQUALS,geronimo-web.xml).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SSL).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSF).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Vaadin).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Integration).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Snippetory Template Engine).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*myfaces-[(api)|(impl)|(bundle)].*\.jar$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MapR).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JayWire).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Demoiselle JTA).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Bouncy Castle).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Common Annotations).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hamcrest).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFunk).as(default)"
     1,      6,     6.00, DiscoverPropertiesFilesRuleProvider.perform
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(f8b9042e-9bb4-4e56-b148-c08572f758e7)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Batch).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,RandomizedTesting Runner).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weka).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Polyforms DI).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Transactions).as(default)"
     2,    241,   120.50, org.jboss.windup.graph.GraphContextFactory.create(Path)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Iroh).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apiman).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Boot Actuator).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Boot Cache).as(default)"
     5,      0,     0.00, GraphService.findAllByProperty(mavenIdentifier)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cucumber).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,XFire).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Swagger).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate Cfg).as(default)"
     2,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spark).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateConfigurationFileModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SwitchYard).as(default)"
     1,      0,     0.00, Query.as(50690948-986c-4a91-8eb5-53eb43656e95)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ANTLR StringTemplate).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.reporting.model.ApplicationReportModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Cache).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Play).as(default)"
     1,      0,     0.00, Query.as(34c6823f-f338-4041-addd-ec520bedd5e2)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Airframe).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HighFaces).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MyFaces).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HornetQ Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JSilver).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(a7311cd7-5f50-4e84-a836-3eee55105814)"
   129,    369,     2.86, Hint.performParameterized
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GFC Logging).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Water Template Engine).as(default)"
     1,      5,     5.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(761349c7-bbc2-4074-8fb5-4b46989e7a6a)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WS Metadata).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Acegi Security).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OmniFaces).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Transactions).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@13ec5ecb.as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Portlet).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Grapht DI).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Messaging Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Santuario).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SQLite Driver).as(default)"
    74,     44,     0.59, TechnologyTag.performParameterized
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Elasticsearch).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbDeploymentDescriptorModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Mahout).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MckoiSQLDB Driver).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OAUTH).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jamon).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring MVC).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Peaberry).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Test).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,KLogger).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(3f9b6d28-e049-49cf-89db-b43dbbc4eb1f)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OPS4J Pax Logging Service).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Webmacro).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mycontainer JTA).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Plexus Container).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kotlin Logging).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Teiid).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Qpid Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate Mapping).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ikasan).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GlassFish JTA).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EclipseLink).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPANamedQueryModel).as(default)
  2901,     44,     0.02, "FileService.createByFilePath(parentFile, filePath)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ButterFaces).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JPA Matchers).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cfg Engine).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Rythm Template Engine).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Javax Inject).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Composite Logging JCL).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Sticky Configured).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.RMIServiceModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Zipkin).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons JCS).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,process-definition).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Orion EJB XML).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Drools).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Avalon Logkit).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-webservices-bnd.xmi).has(rootTagName,EQUALS,WSBinding).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,ejb-jar).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Microsoft SQL Driver).as(default)"
     6,      0,     0.00, GraphService.findAllByProperty(ClassificationModel-classification)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,orion-web-app).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JNDIResourceModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Stripes).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Thymeleaf).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OTR4J).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Morphia).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Tapestry).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Clustering EJB).as(default)"
   549,     29,     0.05, GraphService.findAllByPropertyMatchingRegex(filePath)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HTTP Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-web-bnd.xmi).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).gremlin().has(exportSummary,EQUALS,true).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE XML).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Flume).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Redis).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BootsFaces).as(default)"
     1,      2,     2.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Camel).as(default)"
     1,      0,     0.00, GraphService.findAllByProperty(sha1Hash)
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.yaml.model.YamlFileModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Hadoop).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,jboss).has(fileName,EQUALS,jboss.xml).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PostgreSQL Driver).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AKKA JTA).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SLF4J).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hazelcast).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GIN).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scalate).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Connector XML).as(default)"
     1,     10,    10.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JsFileModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GWT).as(default)"
     1,      3,     3.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HtmlFileModel).as(default)
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.SpringBeanModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebSphere EJB).as(default)"
     5,      6,     1.20, Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*camel.*\.jar$).as(default)"
     1,      0,     0.00, Query.as(43c862e6-7adf-4a3a-a1ad-cb5912014840)
    23,      0,     0.00, getUniqueByName(qualifiedName)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jasypt).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oscache).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jakarta EE Client XML).as(default)"
     1,      0,     0.00, FilePathComparator
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,EJB Timer).as(default)"
     2,      5,     2.50, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbMessageDrivenModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Mule Functional Test Framework).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JavaClassFileModel).gremlin().has(parseError,NOT_DEFINED,null).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Struts).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PicketLink).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Macros).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSO2).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Syringe).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JUnit).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MRules).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,FreeMarker).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JDBC).as(default)"
   238,    503,     2.11, JavaClass.evaluate
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Log.io).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,weblogic-ejb-jar).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Properties).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*drools.*\.jar$).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JaxWSWebServiceModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Silk DI).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AngularFaces).as(default)"
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsConnectionFactoryModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jetbrick Template).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Amazon SQS Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ServiceMix).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE Client XML).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(96d5b7aa-1033-4140-92b7-2ce0508ee03b)"
    60,    436,     7.27, XmlFile.evaluate
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Accumulo Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OW2 JTA).as(default)"
    84,      1,     0.01, GraphService.addTypeToModel
